timestamp,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d
2025-06-25T23:13:53+00:00,107240.05272779251,51760866789.56528,-0.17997262,1.25317345,2.17962477
2025-06-25T23:14:17+00:00,107240.05272779251,51760866789.56528,-0.17997262,1.25317345,2.17962477
2025-06-25T23:27:10+00:00,107307.21346581676,51880322348.320206,-0.11350295,1.38348304,2.29323004
2025-06-25T23:37:05+00:00,107252.18906294183,51801281253.75733,-0.092348,1.2471027,2.36171821
2025-06-26T03:36:26+00:00,107890.00987898052,50785134524.65782,0.07844807,1.25605175,2.78860671
2025-06-26T03:37:06+00:00,107906.02899483824,50782825088.18522,0.11009395,1.31166386,2.82303254
2025-06-26T04:00:05+00:00,107899.04115300206,51658002785.7817,-0.07990269,1.49122361,2.64575673
2025-06-26T19:27:41+00:00,107531.20306038095,43911347125.07481,0.11522103,-0.33926778,3.0579398
2025-06-26T19:33:08+00:00,107541.71983884438,43807379958.84138,0.23228092,-0.20365951,3.18220328
2025-06-26T19:37:50+00:00,107566.527442169,42784704604.131134,0.27400771,-0.13169268,3.17892603
2025-06-26T20:00:05+00:00,107669.47397063993,42733657754.19936,0.24355257,-0.06315589,3.2537765
2025-06-26T20:13:53+00:00,107629.97239934148,43616838553.01853,0.21793262,-0.03888469,3.06469468
2025-06-26T20:14:16+00:00,107620.592964762,43621276188.84009,0.21533122,-0.00786488,3.09051804
2025-06-26T20:27:06+00:00,107606.06634082632,43566879300.498886,0.06962005,-0.11649298,3.14811258
2025-06-26T20:33:03+00:00,107706.5856034376,42629295004.4562,0.15330401,-0.02988735,3.16049673
2025-06-26T20:37:06+00:00,107846.42288685894,42622142401.83466,0.26020682,0.0738249,3.32771459
2025-06-26T21:00:12+00:00,107769.11575009742,44049756328.036446,0.09254413,-0.06626752,3.33649444
2025-06-26T21:06:29+00:00,107754.0526415824,42965610956.833984,0.23662851,-0.14195763,3.31899047
2025-06-26T21:13:56+00:00,107434.13396275812,42706226983.10949,-0.17325588,-0.25172316,2.98377134
2025-06-26T21:14:17+00:00,107434.13396275812,42706226983.10949,-0.17325588,-0.25172316,2.98377134
2025-06-26T21:27:05+00:00,107282.6784763318,43800293587.48244,-0.3005294,-0.33960699,2.76221811
2025-06-26T21:33:06+00:00,107170.01307592784,43741880587.59555,-0.49817987,-0.35765104,2.78895886
2025-06-26T21:37:04+00:00,106908.84309452948,42744171124.03981,-0.86936568,-0.68086771,2.51258361
2025-06-26T22:00:08+00:00,107027.6353911844,42998404487.30146,-0.68802676,-0.44294559,2.5729638
